gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp
gml/Aarnet.gml,19,24,1,2,False,False,False,3,0,0.355,0,SAT,False,4.065,4.03,0.02,99,101400,99.02,2026-07-05T16:38:59
gml/Abilene.gml,11,14,1,2,False,False,False,3,0,0.357,0,SAT,False,0.015,0.0,0.0,100,35196,34.37,2026-07-05T16:39:04
gml/Abvt.gml,23,31,1,2,False,False,False,3,0,0.361,0,SAT,False,0.695,0.67,0.01,100,54232,52.96,2026-07-05T16:39:04
gml/Aconet.gml,23,31,1,2,False,False,False,3,0,0.356,0,SAT,False,0.063,0.05,0.0,100,45888,44.81,2026-07-05T16:39:05
gml/Agis.gml,25,30,1,2,False,False,False,3,0,0.365,0,SAT,False,0.061,0.04,0.01,98,47404,46.29,2026-07-05T16:39:06
gml/Ai3.gml,10,9,1,2,False,False,False,3,0,0.378,0,SAT,False,0.041,0.03,0.0,100,37216,36.34,2026-07-05T16:39:06
gml/Airtel.gml,16,37,1,2,False,False,False,3,0,0.403,0,SAT,False,0.032,0.01,0.01,100,40004,39.07,2026-07-05T16:39:07
gml/Amres.gml,25,24,1,2,False,False,False,3,0,0.359,0,SAT,False,0.107,0.1,0.0,100,50900,49.71,2026-07-05T16:39:07
gml/Ans.gml,18,25,1,2,False,False,False,3,0,0.359,0,SAT,False,0.046,0.03,0.01,100,42260,41.27,2026-07-05T16:39:07
gml/Arn.gml,30,29,1,2,False,False,False,3,0,0.359,0,SAT,False,0.099,0.08,0.01,98,58248,56.88,2026-07-05T16:39:08
gml/Arnes.gml,34,47,1,2,False,False,False,3,0,0.363,0,SAT,False,0.632,0.6,0.02,99,65048,63.52,2026-07-05T16:39:08
gml/Arpanet196912.gml,4,4,1,2,False,False,False,3,0,0.356,0,SAT,False,0.012,0.0,0.0,100,34056,33.26,2026-07-05T16:39:09
gml/Arpanet19706.gml,9,10,1,2,False,False,False,3,0,0.357,0,SAT,False,0.015,0.0,0.0,92,34684,33.87,2026-07-05T16:39:10
gml/Arpanet19719.gml,18,22,1,2,False,False,False,3,0,0.358,0,SAT,False,0.163,0.14,0.01,100,42612,41.61,2026-07-05T16:39:10
gml/Arpanet19723.gml,25,28,1,2,False,False,False,3,0,0.372,0,SAT,False,0.074,0.06,0.0,100,52104,50.88,2026-07-05T16:39:11
gml/Arpanet19728.gml,29,32,1,2,False,False,False,3,0,0.365,0,SAT,False,0.115,0.08,0.03,100,62104,60.65,2026-07-05T16:39:11
gml/AsnetAm.gml,65,79,1,2,False,False,False,3,0,0.378,0,SAT,False,27.129,27.05,0.06,99,289348,282.57,2026-07-05T16:39:11
gml/Atmnet.gml,21,22,1,2,False,False,False,3,0,0.363,0,SAT,False,0.054,0.04,0.0,100,44136,43.1,2026-07-05T16:39:39
gml/AttMpls.gml,25,57,1,2,False,False,False,3,0,0.363,0,SAT,False,0.078,0.05,0.02,98,52856,51.62,2026-07-05T16:39:39
