gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp
gml/Garr201103.gml,58,81,1,3,False,True,False,3,0,0.421,0,SAT,False,1.713,1.65,0.06,99,186040,181.68,2026-07-05T18:03:06
gml/Garr201104.gml,59,83,1,3,False,True,False,3,0,0.437,0,SAT,False,1.514,1.45,0.05,99,191220,186.74,2026-07-05T18:03:08
gml/Garr201105.gml,59,84,1,3,False,True,False,3,0,0.441,0,SAT,False,1.511,1.46,0.04,100,188976,184.55,2026-07-05T18:03:10
gml/Garr201107.gml,59,85,1,3,False,True,False,3,0,0.438,0,SAT,False,1.545,1.47,0.06,99,189360,184.92,2026-07-05T18:03:12
gml/Garr201108.gml,59,85,1,3,False,True,False,3,0,0.45,0,SAT,False,1.502,1.44,0.06,100,189480,185.04,2026-07-05T18:03:14
gml/Garr201109.gml,59,86,1,3,False,True,False,3,0,0.41,0,SAT,False,1.563,1.51,0.04,99,191552,187.06,2026-07-05T18:03:16
gml/Garr201110.gml,59,87,1,3,False,True,False,3,0,0.416,0,SAT,False,1.502,1.43,0.06,100,190420,185.96,2026-07-05T18:03:18
gml/Garr201111.gml,60,87,1,3,False,True,False,3,0,0.415,-9,TIMEOUT,True,30.034,,,,,,2026-07-05T18:03:20
gml/Garr201112.gml,61,89,1,3,False,True,False,3,0,0.413,0,SAT,False,1.12,1.09,0.02,100,167396,163.47,2026-07-05T18:03:50
gml/Garr201201.gml,61,89,1,3,False,True,False,3,0,0.436,0,SAT,False,1.122,1.07,0.04,100,167900,163.96,2026-07-05T18:03:52
gml/Gblnet.gml,8,7,1,3,False,True,False,3,0,0.376,0,SAT,False,0.015,0.0,0.0,100,34948,34.13,2026-07-05T18:03:54
gml/Geant.gml,37,57,1,3,False,True,False,3,0,0.411,0,SAT,False,0.338,0.31,0.02,99,73912,72.18,2026-07-05T18:03:54
gml/Geant2001.gml,27,38,1,3,False,True,False,3,0,0.396,0,SAT,False,0.115,0.1,0.0,99,59292,57.9,2026-07-05T18:03:55
gml/Geant2009.gml,34,52,1,3,False,True,False,3,0,0.389,0,SAT,False,8.74,8.59,0.13,99,575248,561.77,2026-07-05T18:03:55
gml/Geant2010.gml,37,58,1,3,False,True,False,3,0,0.4,0,SAT,False,0.425,0.39,0.03,99,94124,91.92,2026-07-05T18:04:04
gml/Geant2011.gml,40,61,1,3,False,True,False,3,0,0.393,0,SAT,False,0.245,0.21,0.02,99,83752,81.79,2026-07-05T18:04:05
gml/Geant2012.gml,40,61,1,3,False,True,False,3,0,0.392,0,SAT,False,0.376,0.35,0.02,100,99952,97.61,2026-07-05T18:04:06
gml/Getnet.gml,7,8,1,3,False,True,False,3,0,0.399,0,SAT,False,0.017,0.01,0.0,100,34956,34.14,2026-07-05T18:04:07
gml/Globalcenter.gml,9,36,1,3,False,True,False,3,0,0.411,0,SAT,False,0.021,0.01,0.0,90,35784,34.95,2026-07-05T18:04:07
gml/Globenet.gml,67,113,1,3,False,True,False,3,0,0.449,0,SAT,False,1.31,1.26,0.04,99,205160,200.35,2026-07-05T18:04:07
gml/Goodnet.gml,17,31,1,3,False,True,False,3,0,0.383,0,SAT,False,0.127,0.12,0.0,99,48452,47.32,2026-07-05T18:04:09
gml/Grena.gml,16,15,1,3,False,True,False,3,0,0.395,0,SAT,False,0.062,0.05,0.0,100,44604,43.56,2026-07-05T18:04:10
