gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp,num_repeats
gml/Aarnet.gml,19,24,1,1,True,False,False,3,0,0.369,0,SAT,False,0.04,0.027,0.003,99.0,42157.333,41.167,2026-07-09T19:06:04,3
gml/Abilene.gml,11,14,1,1,True,False,False,3,0,0.368,0,SAT,False,0.014,0.0,0.0,92.0,34860.0,34.04,2026-07-09T19:06:05,3
gml/Abvt.gml,23,31,1,1,True,False,False,3,0,0.373,0,SAT,False,0.046,0.03,0.01,99.0,46177.333,45.097,2026-07-09T19:06:06,3
gml/Aconet.gml,23,31,1,1,True,False,False,3,0,0.369,0,SAT,False,0.055,0.037,0.003,98.667,42917.333,41.91,2026-07-09T19:06:08,3
gml/Agis.gml,25,30,1,1,True,False,False,3,0,0.363,0,SAT,False,0.053,0.037,0.003,98.0,43954.667,42.923,2026-07-09T19:06:09,3
gml/Ai3.gml,10,9,1,1,True,False,False,3,0,0.362,0,SAT,False,0.018,0.003,0.0,97.667,35142.667,34.32,2026-07-09T19:06:10,3
gml/Airtel.gml,16,37,1,1,True,False,False,3,0,0.365,0,SAT,False,0.035,0.02,0.003,99.0,39816.0,38.883,2026-07-09T19:06:11,3
gml/Amres.gml,25,24,1,1,True,False,False,3,0,0.368,0,SAT,False,0.208,0.15,0.04,99.0,150442.667,146.917,2026-07-09T19:06:12,3
gml/Ans.gml,18,25,1,1,True,False,False,3,0,0.375,0,SAT,False,0.023,0.01,0.0,98.333,38328.0,37.433,2026-07-09T19:06:14,3
gml/Arn.gml,30,29,1,1,True,False,False,3,0,0.367,0,SAT,False,0.08,0.067,0.0,99.333,53548.0,52.293,2026-07-09T19:06:15,3
gml/Arnes.gml,34,47,1,1,True,False,False,3,0,0.404,0,SAT,False,0.19,0.157,0.023,99.333,105240.0,102.773,2026-07-09T19:06:17,3
gml/Arpanet196912.gml,4,4,1,1,True,False,False,3,0,0.368,0,SAT,False,0.015,0.0,0.0,100.0,34462.667,33.653,2026-07-09T19:06:19,3
gml/Arpanet19706.gml,9,10,1,1,True,False,False,3,0,0.367,0,SAT,False,0.013,0.0,0.0,90.0,34512.0,33.703,2026-07-09T19:06:20,3
gml/Arpanet19719.gml,18,22,1,1,True,False,False,3,0,0.366,0,SAT,False,0.047,0.037,0.0,100.0,40061.333,39.123,2026-07-09T19:06:21,3
gml/Arpanet19723.gml,25,28,1,1,True,False,False,3,0,0.368,0,SAT,False,0.057,0.04,0.003,98.667,45061.333,44.007,2026-07-09T19:06:22,3
gml/Arpanet19728.gml,29,32,1,1,True,False,False,3,0,0.368,0,SAT,False,0.074,0.06,0.003,99.333,49957.333,48.787,2026-07-09T19:06:23,3
