gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp,num_repeats
gml/Aarnet.gml,19,24,1,2,False,False,False,3,0,0.361,0,SAT,False,0.041,0.027,0.003,97.333,42162.667,41.177,2026-07-09T20:50:11,3
gml/Abilene.gml,11,14,1,2,False,False,False,3,0,0.36,0,SAT,False,0.015,0.01,0.0,100.0,35032.0,34.21,2026-07-09T20:50:12,3
gml/Abvt.gml,23,31,1,2,False,False,False,3,0,0.364,0,SAT,False,0.052,0.037,0.003,98.0,46169.333,45.087,2026-07-09T20:50:13,3
gml/Aconet.gml,23,31,1,2,False,False,False,3,0,0.375,0,SAT,False,0.06,0.043,0.007,98.667,44892.0,43.84,2026-07-09T20:50:14,3
gml/Agis.gml,25,30,1,2,False,False,False,3,0,0.388,0,SAT,False,0.06,0.047,0.003,98.0,46504.0,45.413,2026-07-09T20:50:16,3
gml/Ai3.gml,10,9,1,2,False,False,False,3,0,0.366,0,SAT,False,0.017,0.003,0.0,93.0,34908.0,34.09,2026-07-09T20:50:17,3
gml/Airtel.gml,16,37,1,2,False,False,False,3,0,0.379,0,SAT,False,0.031,0.013,0.007,100.0,40010.667,39.073,2026-07-09T20:50:18,3
gml/Amres.gml,25,24,1,2,False,False,False,3,0,0.374,0,SAT,False,0.097,0.08,0.003,98.0,50645.333,49.46,2026-07-09T20:50:19,3
gml/Ans.gml,18,25,1,2,False,False,False,3,0,0.368,0,SAT,False,0.046,0.027,0.007,100.0,41560.0,40.587,2026-07-09T20:50:21,3
gml/Arn.gml,30,29,1,2,False,False,False,3,0,0.366,0,SAT,False,0.094,0.077,0.01,98.333,56900.0,55.567,2026-07-09T20:50:22,3
gml/Arnes.gml,34,47,1,2,False,False,False,3,0,0.375,0,SAT,False,0.173,0.157,0.007,99.667,56441.333,55.117,2026-07-09T20:50:23,3
gml/Arpanet196912.gml,4,4,1,2,False,False,False,3,0,0.37,0,SAT,False,0.013,0.0,0.0,91.0,34258.667,33.453,2026-07-09T20:50:25,3
gml/Arpanet19706.gml,9,10,1,2,False,False,False,3,0,0.392,0,SAT,False,0.014,0.007,0.003,100.0,34548.0,33.737,2026-07-09T20:50:26,3
gml/Arpanet19719.gml,18,22,1,2,False,False,False,3,0,0.384,0,SAT,False,0.049,0.037,0.007,98.0,39944.0,39.01,2026-07-09T20:50:27,3
gml/Arpanet19723.gml,25,28,1,2,False,False,False,3,0,0.384,0,SAT,False,0.07,0.053,0.007,99.333,51297.333,50.097,2026-07-09T20:50:29,3
gml/Arpanet19728.gml,29,32,1,2,False,False,False,3,0,0.374,0,SAT,False,0.111,0.087,0.013,99.667,60470.667,59.053,2026-07-09T20:50:30,3
gml/AsnetAm.gml,65,79,1,2,False,False,False,3,0,0.39,0,SAT,False,1.917,1.857,0.05,99.333,157960.0,154.257,2026-07-09T20:50:31,3
gml/Atmnet.gml,21,22,1,2,False,False,False,3,0,0.368,0,SAT,False,0.054,0.043,0.0,99.333,43073.333,42.063,2026-07-09T20:50:38,3
gml/AttMpls.gml,25,57,1,2,False,False,False,3,0,0.367,0,SAT,False,0.076,0.06,0.007,98.667,51874.667,50.657,2026-07-09T20:50:40,3
gml/Azrena.gml,22,25,1,2,False,False,False,3,0,0.383,0,SAT,False,0.048,0.03,0.007,99.0,46590.667,45.5,2026-07-09T20:50:41,3
gml/BackboneSerbiaMontenegro.gml,6,6,1,2,False,False,False,3,0,0.366,0,SAT,False,0.017,0.01,0.0,95.333,34676.0,33.86,2026-07-09T20:50:42,3
gml/Bandcon.gml,22,28,1,2,False,False,False,3,0,0.371,0,SAT,False,0.058,0.04,0.007,99.333,45437.333,44.373,2026-07-09T20:50:43,3
gml/Basnet.gml,7,6,1,2,False,False,False,3,0,0.366,0,SAT,False,0.014,0.003,0.0,94.667,34522.667,33.717,2026-07-09T20:50:45,3
gml/Bbnplanet.gml,27,28,1,2,False,False,False,3,0,0.373,0,SAT,False,0.094,0.073,0.007,97.667,53872.0,52.61,2026-07-09T20:50:46,3
