gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp,num_repeats
gml/GtsPoland.gml,33,37,1,1,False,False,True,3,0,0.378,-9,TIMEOUT,True,2.005,,,,,,2026-07-10T00:39:26,1
gml/GtsRomania.gml,21,24,1,1,False,False,True,3,0,0.367,0,UNSAT,False,0.31,0.3,0.0,100,49108,47.96,2026-07-10T00:39:28,1
gml/GtsSlovakia.gml,35,37,1,1,False,False,True,3,0,0.377,-9,TIMEOUT,True,2.005,,,,,,2026-07-10T00:39:29,1
gml/Harnet.gml,21,25,1,1,False,False,True,3,0,0.381,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:39:31,1
gml/Heanet.gml,7,13,1,1,False,False,True,3,0,0.359,0,UNSAT,False,0.065,0.05,0.0,98,35932,35.09,2026-07-10T00:39:34,1
gml/Hibernia.gml,18,22,1,1,False,False,True,3,0,0.37,-9,TIMEOUT,True,2.007,,,,,,2026-07-10T00:39:34,1
gml/HiberniaCanada.gml,13,14,1,1,False,False,True,3,0,0.365,0,UNSAT,False,0.063,0.05,0.0,98,37328,36.45,2026-07-10T00:39:37,1
gml/HiberniaGlobal.gml,55,81,1,1,False,False,True,3,0,0.378,-9,TIMEOUT,True,2.009,,,,,,2026-07-10T00:39:37,1
gml/HiberniaIreland.gml,8,8,1,1,False,False,True,3,0,0.357,0,UNSAT,False,0.06,0.05,0.0,100,35940,35.1,2026-07-10T00:39:39,1
gml/HiberniaNireland.gml,18,22,1,1,False,False,True,3,0,0.38,-9,TIMEOUT,True,2.005,,,,,,2026-07-10T00:39:40,1
gml/HiberniaUk.gml,15,15,1,1,False,False,True,3,0,0.367,0,UNSAT,False,0.073,0.06,0.0,98,37932,37.04,2026-07-10T00:39:42,1
gml/HiberniaUs.gml,22,29,1,1,False,False,True,3,0,0.373,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:39:43,1
gml/Highwinds.gml,18,53,1,1,False,False,True,3,0,0.372,0,UNSAT,False,0.232,0.21,0.01,99,48300,47.17,2026-07-10T00:39:45,1
